,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,addrbunho,address,cafe,cafe_id,image_url
2951,23.0,,,1615-2,제주특별자치도 제주시 조천읍 신촌리,에밀리파크,732972914,http://t1.daumcdn.net/place/993AEAE7484541A9AC89BC55D9C02133
2952,24.0,,,911-6,제주특별자치도 제주시 노형동,플랏포커피,2042761032,http://t1.daumcdn.net/place/D7548CD0D67F4A92B2547579633EC23E
2953,25.0,,,1984-10,제주특별자치도 제주시 화북일동,감성커피화북점,1165753785,http://t1.daumcdn.net/place/E1C727AC93D74CC0B242E9950B42A447
2954,26.0,,,1005-6,제주특별자치도 제주시 화북일동,셀렉토커피 제주삼화점,59954839,http://t1.daumcdn.net/localfiy/2F9C5A8D045243D3BE5CBA0D7DB4B49F
2955,27.0,,,637-5,제주특별자치도 제주시 외도일동,별별슬라임,712251450,
2956,28.0,,,3804-15,제주특별자치도 제주시 노형동,건강한차이야기,1926333996,
2958,30.0,,,674-48,제주특별자치도 제주시 건입동,오다방,11186789,
2959,31.0,,,1740-2,제주특별자치도 제주시 한림읍 협재리,슬랩,555396252,
2960,32.0,,,529-9,제주특별자치도 제주시 삼도1동,깐니네,124449765,http://t1.daumcdn.net/localfiy/EF8D453E9DB0424EB56F628FDD37A4F9
2961,33.0,,,495-6,제주특별자치도 제주시 외도일동,소설속에,26849911,
2963,35.0,,,486,제주특별자치도 제주시 조천읍 북촌리,알마커피제작소,1491888881,http://t1.daumcdn.net/localfiy/searchregister_1011998355
2964,36.0,,,163,제주특별자치도 서귀포시 법환동,토리카페,20098634,
2965,37.0,,,439-5,제주특별자치도 서귀포시 표선면 토산리,소담카페,1475505222,
2966,38.0,,,325-1,제주특별자치도 서귀포시 성산읍 오조리,인더오조,1771624099,http://t1.daumcdn.net/place/2095001C4E874E3DAE4213D75C226260
2967,39.0,,,2467,제주특별자치도 제주시 애월읍 애월리,제주담다,572717031,http://t1.daumcdn.net/place/DF415D9CB59E4B45A96D87A1B509CC0D
2968,40.0,,,1036,제주특별자치도 제주시 한림읍 한림리,정낭까페,569237782,
2969,41.0,,,4166-9,제주특별자치도 제주시 조천읍 함덕리,진명 북카페,1609197528,http://t1.daumcdn.net/localfiy/474DBD8285D9417B8D7E30F92AF3D186
2970,42.0,,,1807-7,제주특별자치도 서귀포시 표선면 세화리,북살롱이마고,1376491962,http://t1.daumcdn.net/place/E82DE0F56D72474B9B0471351FB5F04B
2971,43.0,,,437-1,제주특별자치도 서귀포시 성산읍 삼달리,카페148,980884989,http://t1.daumcdn.net/place/056DBEFD45EE48DCB832B26A7EFA6984
2972,44.0,,,728-4,제주특별자치도 서귀포시 성산읍 삼달리,카페벨에포크,1712596669,http://t1.daumcdn.net/place/850B7F0DFF2F4093BDB28D23386CCA4A
2974,46.0,,,1295-16,제주특별자치도 제주시 노형동,스타벅스 제주노형점,26801319,http://t1.daumcdn.net/place/B02EC65D6AED480B8FEAC2C54E36D1F4
2975,47.0,,,2133-5,제주특별자치도 서귀포시 대정읍 하모리,투썸플레이스 제주모슬포점,772855204,http://t1.daumcdn.net/place/44B9A83AB78C49479A158919DEEF38C9
2976,48.0,,,1599,제주특별자치도 서귀포시 강정동,엉또산장,21652710,http://t1.daumcdn.net/place/F6E0F63CB0F1499DA0C7EB5797204AD0
2977,49.0,,,1750-5,제주특별자치도 제주시 한림읍 협재리,오달콤제주 협재점,1382308139,http://t1.daumcdn.net/localfiy/6788249DE9554362B66F6E308B65FFAD
2978,50.0,,,180-4,제주특별자치도 서귀포시 남원읍 남원리,굿모닝카페,1659023004,
2980,52.0,,,2825,제주특별자치도 제주시 한경면 판포리,바람아래카페,1580292836,
2981,53.0,,,1965-1,제주특별자치도 서귀포시 표선면 가시리,모드락572,19637817,http://t1.daumcdn.net/place/815ABDAA073D40DBB76C0F7756958F04
2982,54.0,,,3322,제주특별자치도 제주시 구좌읍 김녕리,미로,16266441,
2983,55.0,,,2073-32,제주특별자치도 서귀포시 중문동,샨티,1086180376,
2984,56.0,,,3061,제주특별자치도 제주시 조천읍 함덕리,카페타히티,603595713,
2985,57.0,,,2033-1,제주특별자치도 제주시 구좌읍 평대리,마니,1778508689,
2986,58.0,,,1123-1,제주특별자치도 제주시 애월읍 고내리,바다와자전거,1596778646,http://t1.daumcdn.net/place/AA6F59533444442291EACB2C1453EC8A
2987,59.0,,,319-5,제주특별자치도 서귀포시 서귀동,망고랑귤이랑,27235840,http://t1.daumcdn.net/place/34C567F4BA974934A47B07DA1732F5EA
2988,60.0,,,416,제주특별자치도 서귀포시 남원읍 의귀리,오끼416갤러리,646967712,http://t1.daumcdn.net/place/16A271CBB8724703B1F822A1E6446E5C
2989,61.0,,,993-16,제주특별자치도 제주시 용담삼동,데일리오아시스 제주공항점,841049510,http://t1.daumcdn.net/place/1AF19D35373240E795796E0D37E05637
2990,62.0,,,72-14,제주특별자치도 제주시 조천읍 함덕리,둥지전통찻집,1194700388,
2991,63.0,,,472-5,제주특별자치도 제주시 애월읍 금성리,심바커피,1268423886,
2992,64.0,,,1154-3,제주특별자치도 제주시 일도1동,재주도부러워커피,380370523,http://t1.daumcdn.net/place/C0CDE9DA45094312A2E147D1C46C0B5A
2993,65.0,,,1727,제주특별자치도 제주시 도두일동,투썸플레이스 도두해안도로점,25811095,http://t1.daumcdn.net/place/593353A74FAE4744AB1850B5A3D215C5
2994,66.0,,,235,제주특별자치도 서귀포시 성산읍 고성리,호랑호랑,2124719483,
2995,67.0,,,707,제주특별자치도 제주시 도두이동,오로지커피,191520632,
2996,68.0,,,1369,제주특별자치도 제주시 구좌읍 한동리,깃든카페,1224432904,http://t1.daumcdn.net/localfiy/13A0DFBE1A3D4216977A538B41040532
2997,69.0,,,1567-7,제주특별자치도 서귀포시 대정읍 하모리,보스코,746191857,
2998,70.0,,,907,제주특별자치도 제주시 구좌읍 하도리,비어라운드,27610067,http://t1.daumcdn.net/place/DF30360E21B74E0B9CFE9A1E1D842776
2999,71.0,,,3835-3,제주특별자치도 서귀포시 대정읍 상모리,카페아모르파티,554821745,
3000,72.0,,,산 24-7,제주특별자치도 제주시 애월읍 상가리,더휘게,2045474568,http://t1.daumcdn.net/localfiy/8C10A0A6C8D7462DAF5545BC41B7161B
3002,74.0,,,2952,제주특별자치도 서귀포시 안덕면 덕수리,마노르블랑,27199017,http://t1.daumcdn.net/place/7F80000431DE4C9F81A5BAD94F96B15C
3003,75.0,,,4625,제주특별자치도 서귀포시 남원읍 위미리,스프링데일골프앤리조트 통나무카페,21464869,
3005,77.0,,,863-1,제주특별자치도 서귀포시 안덕면 사계리,청춘예찬,443491743,
3008,80.0,,,1928,제주특별자치도 제주시 한림읍 명월리,카페명월,1017114358,http://t1.daumcdn.net/localfiy/searchregister_376132143
3010,82.0,,,산 131,제주특별자치도 제주시 애월읍 고성리,아르크애월,915606273,
3011,83.0,,,2118-13,제주특별자치도 제주시 삼양이동,팡,18398832,http://t1.daumcdn.net/place/87C7524F70A347B698F91F85C1A75346
3012,84.0,,,600-1,제주특별자치도 제주시 애월읍 구엄리,바다보는날,1099481075,http://t1.daumcdn.net/place/52B06DB92D4D469AB6523982A2A9947F
3015,87.0,,,1230-2,제주특별자치도 제주시 구좌읍 덕천리,동위커피앤굿데이하우스,522781475,http://t1.daumcdn.net/localfiy/4C6B17ACD4B34067BC9545A4156B4EF0
3016,88.0,,,27-6,제주특별자치도 서귀포시 남원읍 신례리,숑,21524936,http://t1.daumcdn.net/place/40D6A986B32A4D02869898F1166E2949
3017,89.0,,,478-12,제주특별자치도 서귀포시 서귀동,메이비,12591043,http://t1.daumcdn.net/place/A0609E9FA6D5441E914D645B1066C424
3018,90.0,,,2635-8,제주특별자치도 제주시 구좌읍 송당리,카페글렌코,1797467444,http://t1.daumcdn.net/place/9D6C2E2A0C124BFAB6658566594ED682
3021,93.0,,,1132-13,제주특별자치도 서귀포시 성산읍 고성리,돌다방,10308612,
3023,95.0,,,827,제주특별자치도 제주시 구좌읍 동복리,까페드메종,21513135,
3024,96.0,,,600-1,제주특별자치도 제주시 애월읍 구엄리,고래아트커피,27327675,
3025,97.0,,,1373-1,제주특별자치도 제주시 구좌읍 송당리,풍림다방,23579370,http://t1.daumcdn.net/place/7522B805AEC04EF6BBAAE580EC64E569
3026,98.0,,,799,제주특별자치도 제주시 삼도일동,더벌브,153768001,
3027,99.0,,,2270,제주특별자치도 서귀포시 대포동,바바라코코,1316013494,
3029,0.0,,,932-1,제주특별자치도 제주시 조천읍 조천리,반디앤로제이카페,1740995462,http://t1.daumcdn.net/localfiy/AF0A8E903A5946FDBAEEF42A0B0AEA83
3030,1.0,,,470,제주특별자치도 제주시 구좌읍 월정리,고운동,1775803460,
3032,3.0,,,446-3,제주특별자치도 서귀포시 서귀동,오버더윈도우,1191527008,http://t1.daumcdn.net/place/8BB9AE6050434C029CDE0422477A8887
3033,4.0,,,2578-5,제주특별자치도 제주시 애월읍 애월리,레이지펌프,88307711,http://t1.daumcdn.net/localfiy/1F907122236E4CC5A99BCA9F899E1883
3034,5.0,,,91-1,제주특별자치도 서귀포시 동홍동,세탁쏘,1802810168,http://t1.daumcdn.net/place/0A8726700357419197F57504C781D68E
3035,6.0,,,636-4,제주특별자치도 서귀포시 대정읍 하모리,너는나의바다,1238036812,http://t1.daumcdn.net/place/9133CD55D2114EDBA3C1AA3D35CCB75B
3037,8.0,,,1-1,제주특별자치도 제주시 애월읍 하귀1리,썬플라워,23385255,
3038,9.0,,,844-15,제주특별자치도 서귀포시 안덕면 창천리,바산올레펜션,17319327,http://t1.daumcdn.net/place/484DDA814A9B43B98E97FD932F1F5C13
3039,10.0,,,1768-13,제주특별자치도 제주시 이도이동,탐앤탐스 제주시청점,11266063,http://t1.daumcdn.net/place/7F64D6AA7AF0453781D6417201A8646D
3040,11.0,,,3904,제주특별자치도 제주시 한림읍 귀덕리,바다의술책,892171786,
3041,12.0,,,290-9,제주특별자치도 제주시 우도면 연평리,카페인우도,184819082,
3042,13.0,,,2317-2,제주특별자치도 서귀포시 표선면 가시리,구면카페,72059741,http://t1.daumcdn.net/place/A4E52ADFCBAD4E529FADC311F53A4454
3043,14.0,,,677-2,제주특별자치도 제주시 노형동,빌리엔젤 제주노형점,1766579218,http://t1.daumcdn.net/localfiy/searchregister_1800350230
3044,15.0,,,1697,제주특별자치도 서귀포시 하원동,카페헬로,970199448,http://t1.daumcdn.net/localfiy/searchregister_1178939470
3045,16.0,,,2180,제주특별자치도 서귀포시 안덕면 덕수리,카페덕수리2180,1266121660,
3046,17.0,,,2864-36,제주특별자치도 서귀포시 색달동,플레이케이팝 별이빛나는밤에,27391688,
3047,18.0,,,산 22,제주특별자치도 제주시 조천읍 선흘리,선흘반못,17698044,
3048,19.0,,,1010-2,제주특별자치도 제주시 조천읍 함덕리,블랙포엠,27169387,http://t1.daumcdn.net/place/950A0A5A97A2421AB4FA0B23C4140E02
3049,20.0,,,1024,제주특별자치도 제주시 조천읍 함덕리,올웨이즈,204311642,
3050,21.0,,,1111-2,제주특별자치도 서귀포시 성산읍 온평리,온평밤,1467936825,
3052,23.0,,,881,제주특별자치도 제주시 애월읍 유수암리,더정글,652038191,http://t1.daumcdn.net/cfile/221BC34E5858DD6320
3053,24.0,,,1647-4,제주특별자치도 제주시 한경면 낙천리,달아래팥,27417809,http://t1.daumcdn.net/place/8231213DC11449D287A17FEE1ECF59B0
3054,25.0,,,125-6,제주특별자치도 서귀포시 남원읍 신흥리,그리울땐제주,258584774,http://t1.daumcdn.net/place/C210EA41D1B74302BE2BB3C84F9F9607
3055,26.0,,,208-2,제주특별자치도 서귀포시 강정동,커피에반하다,950182529,
3056,27.0,,,1209-8,제주특별자치도 제주시 조천읍 조천리,카페힐섬,26950133,
3058,29.0,,,1196-3,제주특별자치도 서귀포시 성산읍 고성리,동남다방,8913622,
3059,30.0,,,1212,제주특별자치도 제주시 일도일동,솔박CAFE,167774033,
3061,32.0,,,137-5,제주특별자치도 제주시 애월읍 하귀1리,제주보름달,2135146074,http://t1.daumcdn.net/place/C5D2F535635442D78DF82B4DC3F79D7F
3063,34.0,,,667-2,제주특별자치도 제주시 구좌읍 동복리,곰막다방,293987431,
3064,35.0,,,1422-2,제주특별자치도 제주시 구좌읍 종달리,르카페하도,29367180,http://t1.daumcdn.net/localfiy/EF3F22B234E546D487290B0E6E33479E
3065,36.0,,,468-2,제주특별자치도 제주시 조천읍 선흘리,카페아꼬떼,26423460,
3067,38.0,,,1777,제주특별자치도 제주시 이호일동,조아찌커피,25532537,http://t1.daumcdn.net/place/E8F8341617714E6DABFA12B680390E25
3069,40.0,,,63,제주특별자치도 제주시 구좌읍 월정리,카인드,2013539846,
3070,41.0,,,214-1,제주특별자치도 제주시 애월읍 하귀1리,뜨락,1975015812,
3071,42.0,,,산 124,제주특별자치도 서귀포시 남원읍 하례리,카페내창,895381140,
3072,43.0,,,1202-2,제주특별자치도 제주시 한림읍 한림리,해인의정제,27048565,
3075,46.0,,,1494-1,제주특별자치도 제주시 한림읍 협재리,최마담네 빵다방,18752674,http://t1.daumcdn.net/place/A5795FE37001463A8AC52C802EC5E5A6
3076,47.0,,,1289-19,제주특별자치도 제주시 이도1동,유노이아,1660120281,
3077,48.0,,,1073,제주특별자치도 제주시 한림읍 한림리,상록수다방,20467548,
3078,49.0,,,321-11,제주특별자치도 서귀포시 서귀동,아그네스카페,1459123472,
3079,50.0,,,1397-6,제주특별자치도 제주시 구좌읍 세화리,에릭스에스프레소,445133179,http://t1.daumcdn.net/place/B3C2924C190241359781DA77D9B80199
3081,52.0,,,747-2,제주특별자치도 서귀포시 법환동,카페나인,1081428596,
3082,53.0,,,1461-1,제주특별자치도 제주시 한림읍 협재리,카페뚜이,791629311,http://t1.daumcdn.net/localfiy/C03DF50D8741483B9267F328BE90155E
3083,54.0,,,105-6,제주특별자치도 서귀포시 남원읍 남원리,플로리안,12768992,
3084,55.0,,,206-7,제주특별자치도 서귀포시 남원읍 남원리,다모아카페,1017596762,
3086,57.0,,,610,제주특별자치도 제주시 구좌읍 월정리,얼마나보드라운지,1014465607,http://t1.daumcdn.net/localfiy/searchregister_30658286
3087,58.0,,,416-15,제주특별자치도 제주시 일도이동,지니어스방탈출키즈카페,1317904920,
3088,59.0,,,2864-10,제주특별자치도 서귀포시 색달동,카페제드 본점,1834770525,http://t1.daumcdn.net/place/31EFA882201545BC9A9DE5B7423D4169
3089,60.0,,,612-3,제주특별자치도 서귀포시 대정읍 하모리,소담카페소담하우스,1630441900,
3090,61.0,,,341-2,제주특별자치도 제주시 외도이동,니모메,1146640630,http://t1.daumcdn.net/place/88459531E1A14639A675BC14586F0E5B
3091,62.0,,,626-10,제주특별자치도 제주시 용담이동,다랑쉬,691894331,http://t1.daumcdn.net/localfiy/69C1DA3C1ED24A2CA002E89E1D2F1A44
3092,63.0,,,330-6,제주특별자치도 제주시 한경면 신창리,커피버튼로스터즈,738749385,http://t1.daumcdn.net/localfiy/searchregister_1998252425
3094,65.0,,,2073-1,제주특별자치도 제주시 한경면 저지리,저지에,578523567,
3095,66.0,,,1612,제주특별자치도 제주시 애월읍 하귀1리,Seaside,166699310,
3097,68.0,,,1472-9,제주특별자치도 제주시 구좌읍 세화리,다복다복,427933285,
3098,69.0,,,3166-1,제주특별자치도 서귀포시 남원읍 위미리,카페이피엘,1546271016,http://t1.daumcdn.net/localfiy/searchregister_473885004
3099,70.0,,,865-4,제주특별자치도 제주시 용담2동,볕이드는곳벧디 용담점,1578213876,
3101,72.0,,,500-5,제주특별자치도 제주시 삼도1동,멍하니,1507788040,http://t1.daumcdn.net/localfiy/07994041529942B68EAAED3BECCA7D70
3102,73.0,,,2537,제주특별자치도 제주시 애월읍 애월리,모립,842886196,http://t1.daumcdn.net/place/DBF62EF0A06B43DEB89D122C52B03F4C
3103,74.0,,,1245-2,제주특별자치도 제주시 한경면 청수리,곶자왈보석상자,1021735455,http://t1.daumcdn.net/localfiy/473A26D851FE4C07AE9054DC8986D7A6
3104,75.0,,,22,제주특별자치도 제주시 이호이동,디저트39 제주S중앙병원점,1485843941,http://t1.daumcdn.net/localfiy/346E88627CFF49CBAD65050386CA3E0D
3105,76.0,,,156-10,제주특별자치도 제주시 애월읍 하귀1리,집30다시8,2130714204,
3106,77.0,,,2065-7,제주특별자치도 서귀포시 안덕면 상창리,미니파라다이스,1423809046,http://t1.daumcdn.net/localfiy/CBD23362595B412E9E01670AFCD32013
3107,78.0,,,72-3,제주특별자치도 제주시 삼도2동,순아,440194716,http://t1.daumcdn.net/place/894949C1E23D4E3E8BE39A03277317A9
3108,79.0,,,1008,제주특별자치도 서귀포시 대정읍 구억리,프롬더힐,547444722,http://t1.daumcdn.net/place/4E9BB3009C7A46BFA475D4859468C898
3110,81.0,,,2059-2,제주특별자치도 서귀포시 중문동,빈스와플,12768122,http://t1.daumcdn.net/place/F11364853ED14AD8B6B7B248E397266D
3111,82.0,,,3977,제주특별자치도 제주시 조천읍 선흘리,선흘,1832440912,http://t1.daumcdn.net/place/8610D32A245A4F2EA213753B43C97675
3112,83.0,,,1008-1,제주특별자치도 제주시 조천읍 함덕리,카페델문도,26867476,http://t1.daumcdn.net/place/509299E8831E4E789074288A8201779F
3114,85.0,,,1111-10,제주특별자치도 제주시 조천읍 선흘리,구삼브루커피,366276280,http://t1.daumcdn.net/localfiy/18CEBC741FF341A4AA6150B410B407AB
3115,86.0,,,1310-1,제주특별자치도 서귀포시 호근동,여섯번의보름,1675972774,http://t1.daumcdn.net/localfiy/searchregister_1715000296
3117,88.0,,,2922-6,제주특별자치도 제주시 한경면 고산리,고산카페,1549546578,
3118,89.0,,,385-1,제주특별자치도 제주시 조천읍 교래리,에코랜드테마파크 에코로드카페,17575450,
3119,90.0,,,1452,제주특별자치도 서귀포시 법환동,느린제주,1785652336,
3121,92.0,,,1940-1,제주특별자치도 제주시 도련일동,쥬씨,419551632,
3123,94.0,,,6,제주특별자치도 제주시 삼도2동,민트,17968437,
3124,95.0,,,152,제주특별자치도 서귀포시 하효동,카페더불어,1191127342,
3125,96.0,,,709-1,제주특별자치도 제주시 건입동,이야기 카페,9392074,
3126,97.0,,,930-5,제주특별자치도 서귀포시 대정읍 하모리,중앙다방,9467890,
3128,99.0,,,149-21,제주특별자치도 제주시 일도2동,마로네,190369119,http://t1.daumcdn.net/localfiy/E8DC6435FF6D4C4DAB7BBCB145DA62FE
3129,100.0,,,1962-4,제주특별자치도 제주시 이호일동,카페모레,1182716369,http://t1.daumcdn.net/localfiy/7DF5B84D98E04AF8A605A2A92DF78C22
3130,0.0,,,1962-4,제주특별자치도 제주시 이호일동,카페모레,1182716369,http://t1.daumcdn.net/localfiy/7DF5B84D98E04AF8A605A2A92DF78C22
3131,1.0,,,1696-13,제주특별자치도 제주시 이도1동,타오스페이스,1298037718,http://t1.daumcdn.net/localfiy/298B2109C95D41CD97A0341B1A5BF97B
3134,4.0,,,1430,제주특별자치도 제주시 일도1동,카페체리,17116799,
3135,5.0,,,208-4,제주특별자치도 서귀포시 강정동,슈퍼키즈스카이방방,1166334921,http://t1.daumcdn.net/cfile/277F064057A9288722
3136,6.0,,,27-2,제주특별자치도 제주시 구좌읍 월정리,빵굽는카페라블,280369383,http://t1.daumcdn.net/place/8F44F0F0E8BF4FF9994E2E047137A5B5
3138,8.0,,,1398-2,제주특별자치도 제주시 한림읍 협재리,드롭탑 제주협재해안점,298687443,http://t1.daumcdn.net/place/985C0B5B5A1C47C0AB5815619E76D485
3139,9.0,,,810,제주특별자치도 서귀포시 안덕면 창천리,카페이응,20195814,
3140,10.0,,,637-12,제주특별자치도 제주시 외도일동,피디에스PC카페 제주외도점,587086951,http://t1.daumcdn.net/localfiy/876290FFE76C439F85F816B53A6903AF
3141,11.0,,,2353,제주특별자치도 서귀포시 색달동,카페바나나 중문점,2095612103,http://t1.daumcdn.net/place/BD83F908C455474CA00F670B653C5EE4
3142,12.0,,,2619-15,제주특별자치도 제주시 도두일동,수제꽃차제주고팡,176233189,http://t1.daumcdn.net/localfiy/7A6BCBE2DBD34E7B9D4AA2660B17BDEC
3144,14.0,,,3813-6,제주특별자치도 제주시 노형동,홍콩,650335330,
3145,15.0,,,2249-6,제주특별자치도 제주시 한경면 고산리,머물다,19387196,http://t1.daumcdn.net/place/DC1392AA5FF24B9E8E5D129E4611D2B2
3146,16.0,,,272-19,제주특별자치도 제주시 연동,빠빠라기 신제주점,15639202,http://t1.daumcdn.net/place/C79C450F795244958B80F428ECFCB335
3147,17.0,,,108-16,제주특별자치도 제주시 삼도2동,평화꽃섬,315505226,
3148,18.0,,,397-130,제주특별자치도 서귀포시 서홍동,빽다방 제주서귀포시청점,27393506,http://t1.daumcdn.net/place/E801E97F72B142C0AB683AF0427C4D8E
3149,19.0,,,885-1,제주특별자치도 서귀포시 안덕면 창천리,선자살롱,25401011,http://t1.daumcdn.net/place/05F4628A3DD442828BAA851C0B01C7DF
3150,20.0,,,2011,제주특별자치도 서귀포시 표선면 하천리,까페 하,1191437352,http://t1.daumcdn.net/localfiy/A239DE6AB2D34D17BE4BEE372BB8A1CD
3151,21.0,,,501-2,제주특별자치도 제주시 조천읍 교래리,하오,19091072,http://t1.daumcdn.net/cfile/2710674253FE8A9429
3153,23.0,,,687,제주특별자치도 제주시 구좌읍 평대리,루코도모,2021835685,
3154,24.0,,,1927-1,제주특별자치도 제주시 이호일동,카페라능,900010274,http://t1.daumcdn.net/place/53417AB001D2489D8C421DFC24A6A13B
3156,26.0,,,1638,제주특별자치도 제주시 구좌읍 한동리,인카페온더비치,599191002,http://t1.daumcdn.net/place/4AF889D1B37F4F5E9CB84177C139D83B
3157,27.0,,,619,제주특별자치도 제주시 조천읍 교래리,말로,922717571,http://t1.daumcdn.net/place/6D764D7CE64649A4B59BED750B8D831C
3158,28.0,,,264-3,제주특별자치도 제주시 용담1동,비비큐프리미엄까페제주사랑점,1334176690,
3160,30.0,,,1640,제주특별자치도 제주시 조천읍 신촌리,이에르바,1161443023,http://t1.daumcdn.net/place/5576488918DB42038541EF10F4991353
3161,31.0,,,705-1,제주특별자치도 제주시 도두이동,카페도두,1337328227,http://t1.daumcdn.net/place/9251E927D8E74789976F19A11C03D070
3162,32.0,,,100-1,제주특별자치도 서귀포시 남원읍 남원리,귀빈다방,10229448,
3163,33.0,,,2974,제주특별자치도 제주시 한림읍 협재리,재게재게옵서카페,27447046,http://t1.daumcdn.net/localfiy/14B891442090445E9FF4EA982BBC109B
3164,34.0,,,1003-12,제주특별자치도 제주시 애월읍 광령리,프래그란스,717903736,http://t1.daumcdn.net/localfiy/5325A1268F7D4857B8F45528D048D1F7
3165,35.0,,,197-4,제주특별자치도 서귀포시 남원읍 남원리,라향,312015931,http://t1.daumcdn.net/localfiy/searchregister_1164581905
3166,36.0,,,231-8,제주특별자치도 제주시 용담1동,귤림,21510014,
3167,37.0,,,475-8,제주특별자치도 제주시 외도일동,아장아장 베이비카페,1263620627,http://t1.daumcdn.net/place/83909D95B967478D8024DC12AB200F22
3168,38.0,,,2026-11,제주특별자치도 제주시 이도2동,그러므로,25147552,http://t1.daumcdn.net/place/7DF881D562494648ABC44CB08AA46925
3169,39.0,,,350,제주특별자치도 제주시 애월읍 고내리,하이파이브,1626813663,http://t1.daumcdn.net/place/C5EAB96D5CBF44269C873538AABBD04A
3170,40.0,,,1421-1,제주특별자치도 제주시 구좌읍 세화리,향다방,21248158,
3172,42.0,,,2996,제주특별자치도 제주시 한림읍 협재리,비주비주,169198683,http://t1.daumcdn.net/localfiy/A9D1383676784E15BF2060D15BFECF97
3173,43.0,,,757-4,제주특별자치도 제주시 애월읍 신엄리,청춘다락,19392070,http://t1.daumcdn.net/place/578D843A686746089CD04D67982AC7E8
3174,44.0,,,2115-5,제주특별자치도 제주시 한경면 고산리,에피소드 베이커리카페,1061357752,
3175,45.0,,,856-1,제주특별자치도 서귀포시 남원읍 신례리,카페나팅,1770500852,
3176,46.0,,,2381,제주특별자치도 서귀포시 표선면 성읍리,이디야커피 제주성읍점,2146177384,
3177,47.0,,,2042-1,제주특별자치도 제주시 이도2동,모리노코에,14704382,http://t1.daumcdn.net/place/EAAC1DA001AC4742A0C51B694ECEF3D4
3178,48.0,,,2860-3,제주특별자치도 제주시 애월읍 신엄리,후아힌제주,1188891490,
3179,49.0,,,840-2,제주특별자치도 서귀포시 안덕면 창천리,카페루시아,27122037,http://t1.daumcdn.net/place/4B88D0F69E4747169D06A710B87A4C6B
3180,50.0,,,2989,제주특별자치도 제주시 구좌읍 하도리,카페바나,524279907,
3181,51.0,,,111,제주특별자치도 서귀포시 성산읍 성산리,꽃담팥집,27459317,http://t1.daumcdn.net/place/2DFF050438654D3399A9CCDC465FBC98
